	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
51	Willem Kloos	0.056313536650615295	0.04842161583734617	0.007891920813269128	0.005774675563536097	0.3294736134576374	2741.969047619068	0.09718187100035813	421.0	0.08781727037150196	0.08247079924756114	https://www.dbnl.org/auteurs/auteur.php?id=kloo003	kloo003	Willem Johannes Theodorus	Kloos	Willem Kloos	1859-05-06	Amsterdam	Nederland	1938-03-31	Den Haag	Nederland	male	classicus/vertaler	19e/20e Eeuw	nl			oudheidkundige/vertaler	2.0/4.0	2.0	0.0	3.0
52	Daan van der Zee	0.003210272873194221	0.003210272873194221	0.0	0.0	0.2499076395093947	1997.87142857133	0.004584796837266273	24.0	0.20471014492753623	0.0	https://www.dbnl.org/auteurs/auteur.php?id=zee_001	zee_001	Daniël	van der Zee	Daan van der Zee	1880-xx-xx	Schiedam	Nederland	1969-xx-xx			male	staatsman/bestuurder/politicus	Twintigste Eeuw	nl			bestuurder/ambtman	1.0/1.0	1.0	2.0	0.0
53	Ina Boudier-Bakker	0.01725521669341894	0.017121455323702513	0.00013376136971642589	4.550138956542157e-05	0.29745275405373384	2430.1690476190097	0.03834083373888926	129.0	0.12421269379844961	0.0	https://www.dbnl.org/auteurs/auteur.php?id=boud007	boud007	Klaziena	Boudier-Bakker	Ina Bakker/Ina Boudier-Bakker/Klaziena Bakker	1875-04-15	Amsterdam	Nederland	1966-12-26	Utrecht	Nederland	female		Twintigste Eeuw	nl	jeugdliteratuur					3.0	1.0
54	Edward Vermeulen	0.006688068485821294	0.006688068485821294	0.0	0.0	0.2484001284883759	2003.0285714285058	0.019301214616531514	50.0	0.4020408163265306	0.0	https://www.dbnl.org/auteurs/auteur.php?id=verm025	verm025	Edward	Vermeulen	Edward Vermeulen/Warden Oom	1861-04-19	Beselare	België (Vlaanderen)	1934-07-06	Hooglede	België (Vlaanderen)	male		19e/20e Eeuw	nl	jeugdliteratuur					0.0	3.0
55	Maria Viola	0.006286784376672017	0.006153023006955591	0.00013376136971642589	1.6363248289390489e-06	0.2650959475459031	2145.776190476127	0.012939414619545194	47.0	0.1669750231267345	0.0	https://www.dbnl.org/auteurs/auteur.php?id=viol001	viol001	Maria	Viola	Maria Viola	1871-12-01	Rotterdam	Nederland	1951-08-19	Ouderkerk aan den Amstel	Nederland	female		19e/20e Eeuw	nl						0.0	3.0
56	Sybold van Ravesteyn	0.012439807383627608	0.002541466024612092	0.009898341359015515	0.00010389065673827168	0.24320800977649346	1941.9619047618241	0.005354358102945128	93.0	0.17347417840375587	0.042587399831160624	https://www.dbnl.org/auteurs/auteur.php?id=rave015	rave015	Sybold	van Ravesteyn	Sijbold van Ravesteijn/Sybold van Ravesteyn	1889-02-18			1983-11-23	Laren	Nederland	male	architect/bouwkundig ingenieur/bouwmeester	Twintigste Eeuw	nl	nonfictie		architect/bouwkundig ingenieur/bouwmeester	2.0/2.0/1.0	1.0	0.0	3.0
57	Nico Rost	0.026083467094703047	0.016452648475120384	0.009630818619582664	0.0017896937533780292	0.2907987217619567	2381.2714285713873	0.030128938303028034	195.0	0.11797069248267471	0.040479436782407494	https://www.dbnl.org/auteurs/auteur.php?id=rost001	rost001	Nico	Rost	Abel Eppens/Nico Rost	1896-06-21	Groningen	Nederland	1967-02-01	Amsterdam	Nederland	male	redacteur/journalist/vertaler	Twintigste Eeuw	nl			vertaler/journalist/redacteur	4.0/2.0/2.0	2.0	1.0	1.0
58	Huib Luns	0.003344034242910647	0.003344034242910647	0.0	0.0	0.2598151194079216	2095.435714285638	0.011751707725198271	25.0	0.3466666666666667	0.0	https://www.dbnl.org/auteurs/auteur.php?id=luns003	luns003	Hubert Marie	Luns	Huib Luns	1881-06-06	Parijs	Frankrijk	1942-02-24			male	illustrator/tekenaar/beeldend kunstenaar	Twintigste Eeuw	nl	secundair		illustrateur/beeldhouwer/tekenaar	4.0/4.0/4.0	4.0	0.0	3.0
59	Arthur van Schendel	0.041064740502942745	0.03598180845371857	0.005082932049224184	0.001236628591157468	0.31818343874849325	2627.4857142857	0.07887898950496193	307.0	0.12448879611485048	0.13817502011453453	https://www.dbnl.org/auteurs/auteur.php?id=sche034	sche034	Arthur	van Schendel	Arthur van Schendel	1874-03-05	Batavia	Indonesië	1946-09-11	Amsterdam	Nederland	male		Twintigste Eeuw	nl	secundair					3.0	3.0
60	Wies Moens	0.031166399143927232	0.031166399143927232	0.0	0.0	0.3049069678414803	2513.9023809523605	0.07152632661125422	233.0	0.12433402397513689	0.0	https://www.dbnl.org/auteurs/auteur.php?id=moen007	moen007	Aloys Caesar Antoon	Moens	Wies Moens	1898-01-28	Sint-Gillis-Bij-Dendermonde	België (Vlaanderen)	1982-02-05	Geleen	Nederland	male		Twintigste Eeuw	nl	secundair					0.0	3.0
61	A. Roland Holst	0.07397003745318352	0.06086142322097378	0.013108614232209737	0.007869923842605018	0.3348334499132623	2810.8357142857267	0.111440150698638	553.0	0.08881154176416993	0.059287591908263174	https://www.dbnl.org/auteurs/auteur.php?id=rola001	rola001	Adriaan (Jani)	Roland Holst	A. Roland Holst	1888-05-23	Amsterdam	Nederland	1976-08-06	Bergen	Nederland	male		Twintigste Eeuw	nl	secundair					1.0	1.0
62	Geerten Gossaert	0.021401819154628143	0.01845906902086677	0.0029427501337613697	0.0005032378606113672	0.30396885647470057	2481.3523809523517	0.037862397343174106	160.0	0.14647577092511013	0.044589425265776444	https://www.dbnl.org/auteurs/auteur.php?id=goss001	goss001	Geerten	Gossaert	C. Gerretson/Frederik Carel Gerretson/Geerten Gossaert	1884-02-09	Kralingen	Nederland	1958-10-27	Utrecht	Nederland	male	archeoloog/staatsman/historicus/bestuurder/politicus	Twintigste Eeuw	nl			oudheidkundige/antropoloog/bestuurder/ambtman	2.0/2.0/1.0/1.0	1.0	4.0	4.0
63	Charley Toorop	0.015382557517388977	0.007089352594970572	0.008293204922418406	0.002570814975279691	0.28724765287959286	2315.4952380952054	0.02707714779659255	115.0	0.30087342935948513	0.08502833243986833	https://www.dbnl.org/auteurs/auteur.php?id=toor006	toor006	Annie Caroline Pontifex	Toorop	A.C.P. Fernhout-Toorop/Charley Toorop	1891-03-24	Katwijk	Nederland	1955-11-05	Bergen	Nederland	female	illustrator/schilder/tekenaar/beeldend kunstenaar	Twintigste Eeuw	nl	nonfictie		illustrateur/schilder/tekenaar/beeldhouwer	4.0/9.0/4.0/4.0	4.0	3.0	1.0
64	Piet Visser	0.001337613697164259	0.0009363295880149812	0.00040128410914927763	6.078872972582628e-07	0.24327987621622055	1903.8642857141967	0.0023359271732154613	10.0	0.4186046511627907	0.15611814345991562	https://www.dbnl.org/auteurs/auteur.php?id=viss154	viss154	Piet	Visser	Piet Visser	1898-xx-xx						male		19e/20e Eeuw		jeugdliteratuur					0.0	3.0
65	J. Eigenhuis	0.0065543071161048684	0.0040128410914927765	0.002541466024612092	3.315300644809497e-05	0.2606340888814625	2097.635714285643	0.011073805456599597	49.0	0.31191088260497	0.1015460822575803	https://www.dbnl.org/auteurs/auteur.php?id=eige001	eige001	Jan	Eigenhuis	J. Eigenhuis	1866-xx-xx	Aalsmeer	Nederland	1944-10-16	Epe	Nederland	male	leraar/docent/hoogleraar	19e/20e Eeuw	nl	jeugdliteratuur		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	0.0	3.0
66	Herman Teirlinck	0.06019261637239165	0.03945960406634564	0.020733012306046014	0.004438499274850181	0.31475709739839164	2622.202380952379	0.08363234846501476	450.0	0.1041707935501763	0.04804106100627936	https://www.dbnl.org/auteurs/auteur.php?id=teir001	teir001	Herman	Teirlinck	Herman Louis Cesar  Teirlinck/Herman Teirlinck/Jan van Overeyde	1879-02-24	Sint-Jans-Molenbeek	België (Brussel)	1967-02-04	Beersel	België (Vlaanderen)	male	ambtenaar/journalist/leraar/redacteur/hoogleraar/docent	Twintigste Eeuw	nl	nonfictie		ambtenaar/redacteur/leraar/hoogleraar/docent/journalist	5.0/2.0/2.0/2.0/2.0/2.0	2.0	0.0	3.0
67	Jan Campert	0.0227394328517924	0.013777421080791866	0.008962011771000535	0.0009525483960384373	0.2833102710811171	2329.8619047618695	0.026295511838848998	170.0	0.13107269812504357	0.04704191991150709	https://www.dbnl.org/auteurs/auteur.php?id=camp014	camp014	Jan	Campert	Jan Campert	1902-08-15	Spijkenisse	Nederland	1943-01-12	Neuengamme	Duitsland	male	redacteur/journalist	Twintigste Eeuw	nl	secundair		journalist/redacteur	2.0/2.0	2.0	1.0	1.0
68	Henriette Roland Holst-van der Schalk	0.015115034777956124	0.007089352594970572	0.008025682182985553	0.0001844078516507017	0.28967324732131344	2338.7619047618605	0.032220113361703426	113.0	0.34884090187361066	0.09513848786226071	https://www.dbnl.org/auteurs/auteur.php?id=rola003	rola003	Henriette	Roland Holst-van der Schalk	Henriette Roland Holst-van der Schalk	1869-12-24	Noordwijk	Nederland	1952-11-21	Amsterdam	Nederland	female		19e/20e Eeuw	nl	secundair/nonfictie					0.0	3.0
69	Marnix Gijsen	0.0868111289459604	0.05644729802033172	0.030363830925628676	0.009279313047623954	0.327790171637051	2749.335714285728	0.1139862232832777	649.0	0.08127408535134878	0.03574942531041038	https://www.dbnl.org/auteurs/auteur.php?id=gijs006	gijs006	Marnix	Gijsen	Joannes Alphonsius Albertus Goris/Marnix Gijsen	1899-10-20	Antwerpen	België (Vlaanderen)	1984-09-29	Leuven	België (Vlaanderen)	male	staatsman/bestuurder/politicus	Twintigste Eeuw	nl	secundair/nonfictie		bestuurder/ambtman	1.0/1.0	1.0	0.0	3.0
70	Richard Minne	0.0185928303905832	0.01845906902086677	0.00013376136971642589	2.347612945483438e-06	0.293790762850622	2410.045238095203	0.04482608857430736	139.0	0.16072359503701386	0.0	https://www.dbnl.org/auteurs/auteur.php?id=minn001	minn001	Richard	Minne	Richard Minne	1891-11-30	Gent	België (Vlaanderen)	1965-06-01	Sint-Martens-Latem	België (Vlaanderen)	male	redacteur/journalist	Twintigste Eeuw	nl			journalist/redacteur	2.0/2.0	2.0	0.0	3.0
71	J.C. Bloem	0.05791867308721241	0.039192081326912785	0.018726591760299623	0.004153753630865272	0.31997654401932624	2651.2857142857238	0.06976421841849945	433.0	0.10125911979289244	0.04187878509918516	https://www.dbnl.org/auteurs/auteur.php?id=bloe001	bloe001	Jacobus Cornelis	Bloem	Ego Flos/Fey/J.C. Bloem/Jacques Bloem	1887-05-10	Oudshoorn	Nederland	1966-08-10	Kalenberg	Nederland	male	advocaat/jurist	Twintigste Eeuw	nl	secundair		jurist/advocaat	2.0/2.0	2.0	3.0	4.0
72	Jacob Israël de Haan	0.014847512038523273	0.013376136971642588	0.0014713750668806848	0.00014144344220777872	0.29333716666094767	2402.1523809523605	0.03230250031237305	111.0	0.16852367688022285	0.013224821973550356	https://www.dbnl.org/auteurs/auteur.php?id=haan008	haan008	Jacob Israël	de Haan	Jacob Israël de Haan	1881-12-31	Smilde	Nederland	1924-06-30	Jeruzalem	Palestina	male	advocaat/jurist	Twintigste Eeuw	nl	secundair		jurist/advocaat	2.0/2.0	2.0	4.0	4.0
73	Daan Boens	0.006420545746388442	0.006286784376672017	0.00013376136971642589	4.1889285241671203e-07	0.2723302214328441	2188.8619047618176	0.02080738184524565	48.0	0.2566489361702128	0.0	https://www.dbnl.org/auteurs/auteur.php?id=boen003	boen003	Daniël Felix	Boens	Daan Boens	1893-06-04	Oostende	België (Vlaanderen)	1977-01-28	Gent	België (Vlaanderen)	male	officier/militair	Twintigste Eeuw	nl			officier/militair	1.0/9.0	1.0	0.0	3.0
74	Aart van der Leeuw	0.029159978598180845	0.02795612627073301	0.001203852327447833	0.00035954868966112607	0.31282362653222456	2568.5357142856897	0.06073408291992672	218.0	0.12279588988963593	0.04604486422668241	https://www.dbnl.org/auteurs/auteur.php?id=leeu003	leeu003	Aart	van der Leeuw	Aart van der Leeuw	1876-06-23	Delft	Nederland	1931-04-17	Voorburg	Nederland	male	vertaler	19e/20e Eeuw	nl	jeugdliteratuur		vertaler	4.0	4.0	4.0	4.0
75	Jan Stuyt	0.001337613697164259	0.001070090957731407	0.00026752273943285177	3.9412149976819225e-07	0.23868370151576915	1880.1547619046864	0.0023711075314829105	10.0	0.3333333333333333	0.041666666666666664	https://www.dbnl.org/auteurs/auteur.php?id=stuy007	stuy007	Jan	Stuyt	Jan Stuyt	18xx-xx-xx						male		Twintigste Eeuw		nonfictie					2.0	3.0
76	Otto van Rees	0.007891920813269128	0.0065543071161048684	0.001337613697164259	0.00017122199706765684	0.2658950310351146	2150.83571428563	0.016217105626529994	59.0	0.1812316715542522	0.05030355594102342	https://www.dbnl.org/auteurs/auteur.php?id=rees009	rees009	Otto	van Rees	Otto van Rees	1825-12-25	Luik	België (Wallonië)	1868-05-16	Utrecht	Nederland	male	leraar/jurist/hoogleraar/docent/advocaat	Negentiende Eeuw	nl	nonfictie		hoogleraar/leraar/advocaat/jurist/docent	2.0/2.0/2.0/2.0/2.0	2.0	0.0	3.0
77	Gerard van Eckeren	0.017656500802568215	0.010433386837881219	0.007223113964686998	0.0007549900584699826	0.2868306750998931	2342.5357142856956	0.030027951281777994	132.0	0.1751101321585903	0.038426721593219894	https://www.dbnl.org/auteurs/auteur.php?id=ecke001	ecke001	Gerard	van Eckeren	G.v.E./Gerard van Eckeren/Mauk Esser/Maurits Esser/v. E.	1876-11-29	Haarlem	Nederland	1951-10-22	Wassenaar	Nederland	male	uitgever/boekdrukker/redacteur/journalist	19e/20e Eeuw	nl	secundair		journalist/uitgever/boekdrukker/redacteur	2.0/1.0/7.0/2.0	1.0	2.0	0.0
78	Maurice Roelants	0.039192081326912785	0.024612092027822365	0.014579989299090422	0.0014835002736946874	0.3062111261201561	2507.3857142857	0.059750555007571954	293.0	0.142618195428919	0.049177691004836266	https://www.dbnl.org/auteurs/auteur.php?id=roel004	roel004	Maurice	Roelants	Maurice Minne/Maurice Roelants	1895-12-19	Gent	België (Vlaanderen)	1966-04-25	Sint-Martens-Lennik	België (Vlaanderen)	male		Twintigste Eeuw	nl	secundair					0.0	3.0
79	Jan van Nijlen	0.022873194221508828	0.01979668271803103	0.0030765115034777956	0.00025877812046450397	0.2986215624815838	2445.5857142856926	0.04427517704532432	171.0	0.1472956234516928	0.02005730659025788	https://www.dbnl.org/auteurs/auteur.php?id=nijl003	nijl003	Jan	van Nijlen	Jan van Nijlen	1884-11-10	Antwerpen	België (Vlaanderen)	1965-08-14	Ukkel	België (Brussel)	male	vertaler/redacteur/journalist	Twintigste Eeuw	nl	secundair		vertaler/journalist/redacteur	4.0/2.0/2.0	2.0	4.0	4.0
80	Job Steynen	0.0006688068485821295	0.00040128410914927763	0.00026752273943285177	0.00011511485752606678	0.2264923377611352	1786.9642857142233	0.0009633118055253827	5.0	0.05	0.0	https://www.dbnl.org/auteurs/auteur.php?id=stey005	stey005	Josef Nicolaas Johannes	Steynen	Job Steynen	1876-xx-xx	Gouda	Nederland	1950-xx-xx			male	redacteur/journalist	19e/20e Eeuw	nl			journalist/redacteur	2.0/2.0	2.0	2.0	0.0
81	Kees Meekel	0.003611556982343499	0.003611556982343499	0.0	0.0	0.26563938049775626	2125.695238095163	0.010361320787141063	27.0	0.2378917378917379	0.0	https://www.dbnl.org/auteurs/auteur.php?id=meek001	meek001	Kees	Meekel	Kees Meekel	1883-10-07	Amstelveen	Nederland	1953-11-25	Bachellerie	Frankrijk	male		Twintigste Eeuw	nl						0.0	3.0
82	G.P.M. Knuvelder	0.020866773675762437	0.006153023006955591	0.014713750668806848	0.00052807763557674	0.25351798237466555	2061.897619047545	0.008828505084147465	156.0	0.1299991719797963	0.043019151198848964	https://www.dbnl.org/auteurs/auteur.php?id=knuv001	knuv001	Gerard	Knuvelder	G.P.M. Knuvelder	1902-01-25	Arnhem	Nederland	1982-06-29	Eindhoven	Nederland	male	onderwijzer (basisschool)	Twintigste Eeuw	nl	secundair		onderwijzer op een lagere school	4.0	4.0	4.0	4.0
83	Paul Claudel	0.020599250936329586	0.020331728196896735	0.00026752273943285177	0.0005820262442421597	0.29363359011890616	2403.669047619007	0.05165772352778804	154.0	0.14763562271839714	0.07288135593220339	https://www.dbnl.org/auteurs/auteur.php?id=clau002	clau002	Paul	Claudel	Paul Claudel	1868-08-06	Villeneuve-sur-Fère	Frankrijk	1955-02-23	Parijs	Frankrijk	male		19e/20e Eeuw	fr	buitenland					0.0	3.0
84	B.H. Molkenboer	0.008293204922418406	0.007891920813269128	0.00040128410914927763	0.0004252798038297896	0.28815247544597555	2327.6190476189995	0.024387745471319736	62.0	0.2097883597883598	0.01020408163265306	https://www.dbnl.org/auteurs/auteur.php?id=molk001	molk001	Bernard Constant	Molkenboer	B.H. Molkenboer	1879-xx-xx			1948-xx-xx			male		19e/20e Eeuw		secundair					4.0	4.0
85	Antoon Derkinderen	0.003611556982343499	0.0017388978063135364	0.0018726591760299624	5.579606903112056e-05	0.24341174172515812	1939.9119047618258	0.004449741616219896	27.0	0.16809116809116809	0.03997231354905693	https://www.dbnl.org/auteurs/auteur.php?id=kind009	kind009	Antonius Johannes	Derkinderen	Antoon Derkinderen	1859-12-20	Hertogenbosch	Nederland	1925-11-02	Amsterdam	Nederland	male	leraar/docent/schilder/hoogleraar	19e/20e Eeuw	nl	secundair		schilder/docent/leraar/hoogleraar	9.0/2.0/2.0/2.0	2.0	2.0	0.0
86	C.A. Terburg	0.0014713750668806848	0.0009363295880149812	0.0005350454788657035	6.476212347087424e-06	0.23857995105386903	1891.573809523729	0.0029786291504370127	11.0	0.41509433962264153	0.1146051712089448	https://www.dbnl.org/auteurs/auteur.php?id=terb004	terb004	Casimirus (Cas)	Terburg	C.A. Terburg	1892-xx-xx			1970-xx-xx			male	rk-geestelijke/kloosterling/vertaler	Twintigste Eeuw		nonfictie		rooms-katholiek geestelijke/vertaler/kloosterling	2.0/4.0/4.0	2.0	1.0	1.0
87	P.A. Kerstens	0.001070090957731407	0.0005350454788657035	0.0005350454788657035	2.1841448931240786e-06	0.2268876486574664	1790.1809523808897	0.0010034542814776812	8.0	0.40384615384615385	0.11476557032890133	https://www.dbnl.org/auteurs/auteur.php?id=kers013	kers013	Pieter Adriaan (Piet)	Kerstens	P.A. Kerstens	1896-08-23	Ginneken	Nederland	1958-10-08	Den Haag	Nederland	male	onderwijzer (basisschool)/staatsman/bestuurder/politicus	Twintigste Eeuw	nl	secundair		bestuurder/onderwijzer op een lagere school/ambtman	1.0/4.0/1.0	1.0	1.0	1.0
88	Jop Pollmann	0.003611556982343499	0.0029427501337613697	0.0006688068485821295	0.0001270073048886576	0.2529986113480337	2032.878571428484	0.007590986397051954	27.0	0.2910662824207493	0.14429530201342283	https://www.dbnl.org/auteurs/auteur.php?id=poll006	poll006	Josephus Casparus Maria	Pollmann	Jop Pollmann	1902-xx-xx			1973-xx-xx			male		Twintigste Eeuw		secundair/jeugdliteratuur					0.0	3.0
89	Matthijs Vermeulen	0.013509898341359015	0.008293204922418406	0.005216693418940609	0.00011576028095837316	0.2806862825484606	2285.9452380952007	0.01918477805436398	101.0	0.20252034133756697	0.06226698225584382	https://www.dbnl.org/auteurs/auteur.php?id=verm030	verm030	Matheas Christianus Franciscus	Vermeulen	Hugo Reynst/Matheas Christianus Franciscus van der Meulen/Matthijs Vermeulen	1888-02-08	Helmond	Nederland	1967-07-26	Laren	Nederland	male	musicus/journalist/redacteur/jongleur/minstreel	Twintigste Eeuw	nl	secundair		acrobaat/redacteur/musicus/speelman/journalist	7.0/2.0/4.0/4.0/2.0	2.0	1.0	1.0
90	Jacques Schreurs	0.006688068485821294	0.006420545746388442	0.00026752273943285177	4.5417635629500106e-07	0.25835763005075096	2096.895238095165	0.010031894559912786	50.0	0.2869387755102041	0.0	https://www.dbnl.org/auteurs/auteur.php?id=schr014	schr014	Jacobus Hubertus	Schreurs	Jacques Schreurs	1893-02-09	Sittard	Nederland	1966-01-31	Weert	Nederland	male	rk-geestelijke/kloosterling	Twintigste Eeuw	nl	nonfictie/limburg		rooms-katholiek geestelijke/kloosterling	2.0/4.0	2.0	3.0	1.0
91	Menno ter Braak	0.06273408239700375	0.04668271803103263	0.016051364365971106	0.00439958950156061	0.32151769634016913	2688.3785714285823	0.08524803512503562	469.0	0.08791248860528715	0.05121877446214121	https://www.dbnl.org/auteurs/auteur.php?id=braa002	braa002	Menno	ter Braak	Menno ter Braak	1902-01-26	Eibergen	Nederland	1940-05-15	Den Haag	Nederland	male		Twintigste Eeuw	nl						3.0	1.0
92	Wim Snitker	0.001337613697164259	0.001337613697164259	0.0	0.0	0.23689648382085726	1888.7952380951829	0.005257398908341428	10.0	0.5111111111111111	0.0	https://www.dbnl.org/auteurs/auteur.php?id=snit002	snit002	Willem	Snitker	Wim Snitker	1901-xx-xx			1950-xx-xx			male	redacteur/journalist	Twintigste Eeuw				journalist/redacteur	2.0/2.0	2.0	0.0	3.0
93	Gérard de Nerval	0.00976457998929909	0.009630818619582664	0.00013376136971642589	0.000656435928611455	0.27764151790525843	2256.9999999999613	0.017368695118427823	73.0	0.1020175104682147	0.0	https://www.dbnl.org/auteurs/auteur.php?id=nerv002	nerv002	Gérard	de Nerval	Gérard Labrunie/Gérard de Nerval	1808-xx-xx	Parijs	Frankrijk				male		Negentiende Eeuw		buitenland					1.0	1.0
94	Sigmund Freud	0.015516318887105402	0.013376136971642588	0.002140181915462814	0.0016389464456777593	0.28943562937659567	2358.05238095235	0.021013139059215598	116.0	0.06678673270298664	0.03279397767586744	https://www.dbnl.org/auteurs/auteur.php?id=freu001	freu001	Sigmund Schlomo	Freud	Sigmund Freud	1856-05-06	Freiberg	Tsjechië	1939-09-23	Londen	Groot-Brittannië (en Noord-Ierland)	male	ps.ther./psychol/zielsverzorger	19e/20e Eeuw		nonfictie/buitenland		zielmaker/psycholoog	7.0/2.0	2.0	1.0	1.0
