Target	Source	Weight	Author	DOB
M.H. van Campen	Margo Scharten-Antink	5	M.H. van Campen	1 juli 1874
Johan de Meester	Carel Scharten	11	Johan de Meester	6 februari 1860
Stijn Streuvels	Carel Scharten	6	Stijn Streuvels	3 oktober 1871
Caesar Gezelle	Carel Scharten	6	Caesar Gezelle	23 oktober 1875
Joannes Reddingius	Carel Scharten	7	Joannes Reddingius	19 juni 1873
Arthur van Schendel	Carel Scharten	10	Arthur van Schendel	5 maart 1874
Ina Boudier-Bakker	Carel Scharten	8	Ina Boudier-Bakker	15 april 1875
W.L. Penning	Carel Scharten	7	W.L. Penning	10 november 1840
Marcellus Emants	Carel Scharten	7	Marcellus Emants	12 augustus 1848
Hélène Swarth	Carel Scharten	10	Hélène Swarth	25 oktober 1859
Anna van Gogh-Kaulbach	Carel Scharten	5	Anna van Gogh-Kaulbach	31 december 1869
Marie Metz-Koning	Carel Scharten	5	Marie Metz-Koning	12 mei 1864
Louis Couperus	Carel Scharten	7	Louis Couperus	10 juni 1863
Lodewijk van Deyssel	Carel Scharten	5	Lodewijk van Deyssel	22 september 1864
Albe	Jan Veth	6	Albe	8 juni 1902
E.J. Potgieter	W.J.C. van Hasselt	16	E.J. Potgieter	27 juni 1808
W.J.C. van Hasselt	E.J. Potgieter	16	W.J.C. van Hasselt	9 januari 1795
David Jacob van Lennep	H.T. Colenbrander	5	David Jacob van Lennep	28 december 1896
Jacob van Lennep	H.T. Colenbrander	6	Jacob van Lennep	24 maart 1802
Bernard Shaw	J.N. van Hall	8	Bernard Shaw	26 juli 1856
Frans Erens	Carel Scharten	5	Frans Erens	23 juli 1857
Adriaan van Oordt	Carel Scharten	5	Adriaan van Oordt	19 februari 1865
Albe	H.T. Colenbrander	37	Albe	8 juni 1902
J.N. van Hall	H.T. Colenbrander	15	J.N. van Hall	15 januari 1840
Eduard Verkade	J.N. van Hall	10	Eduard Verkade	15 juni 1878
Maurits Sabbe	Carel Scharten	5	Maurits Sabbe	9 februari 1873
Frederik van Eeden	J.N. van Hall	7	Frederik van Eeden	3 april 1860
S. Bonn	Carel Scharten	5	S. Bonn	5 februari 1881
Allard Pierson	Johan de Meester	5	Allard Pierson	8 april 1831
Allard Pierson	Johan de Meester	5	Allard Pierson	1 november 1770
Multatuli	Johan de Meester	14	Multatuli	2 maart 1820
Martinus Nijhoff	Johan de Meester	5	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Johan de Meester	5	Martinus Nijhoff	26 december 1826
P.C. Boutens	Carel Scharten	12	P.C. Boutens	20 februari 1870
Robert Fruin	H.T. Colenbrander	6	Robert Fruin	14 november 1823
Albe	Johan de Meester	14	Albe	8 juni 1902
Louis Couperus	Johan de Meester	5	Louis Couperus	10 juni 1863
Albe	P.N. van Eyck	6	Albe	8 juni 1902
Jan Veth	Johan de Meester	8	Jan Veth	18 mei 1864
Johan de Meester	R.P.J. Tutein Nolthenius	6	Johan de Meester	6 februari 1860
Jan van Nijlen	Carel Scharten	6	Jan van Nijlen	10 november 1884
Maurits Uyldert	Carel Scharten	5	Maurits Uyldert	16 februari 1881
René de Clercq	Carel Scharten	10	René de Clercq	4 november 1877
Karel van de Woestijne	Carel Scharten	10	Karel van de Woestijne	10 maart 1878
J.N. van Hall	Johan de Meester	24	J.N. van Hall	15 januari 1840
P.N. van Eyck	Carel Scharten	5	P.N. van Eyck	1 oktober 1887
Augusta de Wit	J.N. van Hall	5	Augusta de Wit	25 november 1864
Maurits Sabbe	H.T. Colenbrander	7	Maurits Sabbe	9 februari 1873
Albe	Pieter Valkhoff	8	Albe	8 juni 1902
Albrecht Rodenbach	Carel Scharten	6	Albrecht Rodenbach	27 oktober 1856
Adam Smith	D. van Blom	6	Adam Smith	18de eeuw
Carel Scharten	Johan de Meester	5	Carel Scharten	14 maart 1878
P.C. Boutens	P.N. van Eyck	5	P.C. Boutens	20 februari 1870
Carry van Bruggen	J.N. van Hall	5	Carry van Bruggen	1 januari 1881
Jan Greshoff	Carel Scharten	5	Jan Greshoff	15 december 1888
Herman Poort	Carel Scharten	5	Herman Poort	18 juli 1886
J. Prins	J. Prinsen J.Lzn	19	J. Prins	1903
Multatuli	J. Prinsen J.Lzn	12	Multatuli	2 maart 1820
Carel Scharten	H.T. Colenbrander	6	Carel Scharten	14 maart 1878
Carel Scharten	J.N. van Hall	14	Carel Scharten	14 maart 1878
H. Kern	J.N. van Hall	5	H. Kern	6 april 1833
Albe	Frans Erens	6	Albe	8 juni 1902
C.A. Verrijn Stuart	D. van Blom	7	C.A. Verrijn Stuart	22 oktober 1865
Geerten Gossaert	Carel Scharten	6	Geerten Gossaert	9 februari 1884
H.T. Colenbrander	Johan de Meester	15	H.T. Colenbrander	13 december 1871
Albert Verwey	H.T. Colenbrander	7	Albert Verwey	15 mei 1865
Multatuli	Frans Coenen	14	Multatuli	2 maart 1820
Jan ten Brink	J. Prinsen J.Lzn	5	Jan ten Brink	15 juni 1834
H.P.G. Quack	D. van Blom	5	H.P.G. Quack	2 juli 1834
Albe	D. van Blom	12	Albe	8 juni 1902
H.P.G. Quack	H.T. Colenbrander	7	H.P.G. Quack	2 juli 1834
H.T. Colenbrander	Carel Scharten	6	H.T. Colenbrander	13 december 1871
Dirk Coster	J.N. van Hall	5	Dirk Coster	7 juli 1887
P.C. Boutens	Dirk Coster	6	P.C. Boutens	20 februari 1870
M.H. van Campen	H.T. Colenbrander	6	M.H. van Campen	1 juli 1874
M.H. van Campen	D. van Blom	12	M.H. van Campen	1 juli 1874
M.H. van Campen	J.N. van Hall	12	M.H. van Campen	1 juli 1874
Arthur van Schendel	Dirk Coster	5	Arthur van Schendel	5 maart 1874
Multatuli	H.T. Colenbrander	7	Multatuli	2 maart 1820
C. van Vollenhoven	H.T. Colenbrander	7	C. van Vollenhoven	8 mei 1874
C. van Vollenhoven	H.T. Colenbrander	7	C. van Vollenhoven	16 september (gedoopt) 1753
C. van Vollenhoven	H.T. Colenbrander	7	C. van Vollenhoven	1 juli 1809
M.H. van Campen	Dirk Coster	8	M.H. van Campen	1 juli 1874
Dirk Coster	M.H. van Campen	9	Dirk Coster	7 juli 1887
R.C. Bakhuizen van den Brink	Carel Scharten	12	R.C. Bakhuizen van den Brink	28 februari 1810
R.C. Bakhuizen van den Brink	Margo Scharten-Antink	12	R.C. Bakhuizen van den Brink	28 februari 1810
J.N. van Hall	Carel Scharten	11	J.N. van Hall	15 januari 1840
H.T. Colenbrander	J.N. van Hall	13	H.T. Colenbrander	13 december 1871
Dirk Coster	H.T. Colenbrander	5	Dirk Coster	7 juli 1887
Augusta de Wit	M.H. van Campen	7	Augusta de Wit	25 november 1864
H.T. Colenbrander	D. van Blom	15	H.T. Colenbrander	13 december 1871
André Jolles	Johan Huizinga	5	André Jolles	7 augustus 1874
Marcellus Emants	Johan de Meester	6	Marcellus Emants	12 augustus 1848
Novalis	Martinus Nijhoff	5	Novalis	2 mei 1772
R.P.J. Tutein Nolthenius	Johan de Meester	5	R.P.J. Tutein Nolthenius	6 juni 1851
Martinus Nijhoff	D. van Blom	12	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	D. van Blom	12	Martinus Nijhoff	26 december 1826
Martinus Nijhoff	Johan Huizinga	6	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Johan Huizinga	6	Martinus Nijhoff	26 december 1826
Albe	Johan Huizinga	6	Albe	8 juni 1902
Albe	P. Geyl	18	Albe	8 juni 1902
J.C. Bloem	H.T. Colenbrander	8	J.C. Bloem	10 mei 1887
Albe	J.C. Bloem	7	Albe	8 juni 1902
J.C. Bloem	D. van Blom	5	J.C. Bloem	10 mei 1887
J.C. Bloem	H. Marsman	9	J.C. Bloem	10 mei 1887
Novalis	H. Marsman	6	Novalis	2 mei 1772
Martinus Nijhoff	H. Marsman	8	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	H. Marsman	8	Martinus Nijhoff	26 december 1826
Hendrik de Vries	H. Marsman	6	Hendrik de Vries	17 augustus 1896
Dirk Coster	Martinus Nijhoff	7	Dirk Coster	7 juli 1887
Multatuli	P. Geyl	11	Multatuli	2 maart 1820
D. van Blom	Johan de Meester	9	D. van Blom	19 december 1877
Willem de Clercq	P.J. Meertens	7	Willem de Clercq	15 januari 1795
Jan Veth	H.T. Colenbrander	7	Jan Veth	18 mei 1864
D. van Blom	H.T. Colenbrander	16	D. van Blom	19 december 1877
A. Roland Holst	Martinus Nijhoff	11	A. Roland Holst	23 mei 1888
Lode Baekelmans	Arthur J.H. Cornette	5	Lode Baekelmans	26 januari 1879
Pol de Mont	Arthur J.H. Cornette	15	Pol de Mont	15 april 1857
Felix Timmermans	Arthur J.H. Cornette	9	Felix Timmermans	5 juli 1886
Wies Moens	Arthur J.H. Cornette	5	Wies Moens	28 januari 1898
Marnix Gijsen	Arthur J.H. Cornette	11	Marnix Gijsen	20 oktober 1899
Karel van den Oever	Arthur J.H. Cornette	5	Karel van den Oever	19 november 1879
Martinus Nijhoff	Arthur J.H. Cornette	16	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Arthur J.H. Cornette	16	Martinus Nijhoff	26 december 1826
Joris Eeckhout	Arthur J.H. Cornette	6	Joris Eeckhout	29 juli 1887
Karel van de Woestijne	Arthur J.H. Cornette	9	Karel van de Woestijne	10 maart 1878
A.M. de Jong	Martinus Nijhoff	6	A.M. de Jong	23 december 1893
Max Rooses	Arthur J.H. Cornette	5	Max Rooses	10 februari 1839
D.A.M. Binnendijk	Arthur J.H. Cornette	12	D.A.M. Binnendijk	12 oktober 1902
Stijn Streuvels	Arthur J.H. Cornette	10	Stijn Streuvels	3 oktober 1871
Novalis	Arthur J.H. Cornette	5	Novalis	2 mei 1772
Jan van Nijlen	Jan Greshoff	8	Jan van Nijlen	10 november 1884
Albe	Arthur J.H. Cornette	13	Albe	8 juni 1902
Arthur van Schendel	Martinus Nijhoff	6	Arthur van Schendel	5 maart 1874
Jan Engelman	Martinus Nijhoff	5	Jan Engelman	7 juni 1900
Maurits Sabbe	Arthur J.H. Cornette	6	Maurits Sabbe	9 februari 1873
D.A.M. Binnendijk	Martinus Nijhoff	5	D.A.M. Binnendijk	12 oktober 1902
Virginie Loveling	Arthur J.H. Cornette	8	Virginie Loveling	17 mei 1836
Maurice Roelants	Arthur J.H. Cornette	6	Maurice Roelants	19 december 1895
Herman Wolf	Hermann Wolf	12	Herman Wolf	20ste eeuw
Dirk Coster	Arthur J.H. Cornette	5	Dirk Coster	7 juli 1887
C.R. de Klerk	Johan Huizinga	6	C.R. de Klerk	1873
André de Ridder	Arthur J.H. Cornette	6	André de Ridder	20 oktober 1888
A.A.M. Stols	Martinus Nijhoff	6	A.A.M. Stols	28 januari 1900
Martinus Nijhoff	J.C. Bloem	6	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	J.C. Bloem	6	Martinus Nijhoff	26 december 1826
Martinus Nijhoff	N.A. Donkersloot	9	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	N.A. Donkersloot	9	Martinus Nijhoff	26 december 1826
M. Stol	N.A. Donkersloot	5	M. Stol	1940
M. Stol	Martinus Nijhoff	6	M. Stol	1940
J.C. Bloem	N.A. Donkersloot	5	J.C. Bloem	10 mei 1887
J.C. Bloem	Martinus Nijhoff	10	J.C. Bloem	10 mei 1887
Aart van der Leeuw	W. Kramer	7	Aart van der Leeuw	23 juni 1876
Martinus Nijhoff	J.H. Plantenga	9	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	J.H. Plantenga	9	Martinus Nijhoff	26 december 1826
Top Naeff	N.A. Donkersloot	5	Top Naeff	24 maart 1878
Novalis	N.A. Donkersloot	6	Novalis	2 mei 1772
Albe	N.A. Donkersloot	14	Albe	8 juni 1902
Jan Prins	W. Kramer	6	Jan Prins	5 februari 1876
Guido Gezelle	W. Kramer	6	Guido Gezelle	1 mei 1830
P.N. van Eyck	N.A. Donkersloot	5	P.N. van Eyck	1 oktober 1887
Antoon Coolen	N.A. Donkersloot	8	Antoon Coolen	17 april 1897
Theun de Vries	D. van Blom	9	Theun de Vries	26 april 1907
Emmanuel de Bom	Arthur J.H. Cornette	8	Emmanuel de Bom	9 november 1868
H. Marsman	J.C. Bloem	8	H. Marsman	30 september 1899
H. Marsman	D. van Blom	8	H. Marsman	30 september 1899
H. Marsman	D.A.M. Binnendijk	5	H. Marsman	30 september 1899
H. Marsman	Arthur J.H. Cornette	13	H. Marsman	30 september 1899
Johan de Meester	D. van Blom	9	Johan de Meester	6 februari 1860
D.A.M. Binnendijk	H. Marsman	5	D.A.M. Binnendijk	12 oktober 1902
Albe	Martinus Nijhoff	12	Albe	8 juni 1902
H. Marsman	Martinus Nijhoff	10	H. Marsman	30 september 1899
A. Roland Holst	H. Marsman	6	A. Roland Holst	23 mei 1888
Theun de Vries	N.A. Donkersloot	8	Theun de Vries	26 april 1907
Martinus Nijhoff	Theun de Vries	8	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Theun de Vries	8	Martinus Nijhoff	26 december 1826
Albe	Cornelia Serrurier	6	Albe	8 juni 1902
E.J. Dijksterhuis	Theun de Vries	8	E.J. Dijksterhuis	28 oktober 1892
Albe	E.J. Dijksterhuis	33	Albe	8 juni 1902
E. du Perron	Martinus Nijhoff	6	E. du Perron	2 november 1899
E. du Perron	H. Marsman	9	E. du Perron	2 november 1899
E. du Perron	Jan Greshoff	6	E. du Perron	2 november 1899
Lode Zielens	Arthur J.H. Cornette	6	Lode Zielens	13 juni 1901
J.C. Bloem	Jan Greshoff	7	J.C. Bloem	10 mei 1887
Maurice Roelants	Jan Greshoff	5	Maurice Roelants	19 december 1895
Albe	Jan Greshoff	20	Albe	8 juni 1902
S.J. Fockema Andreae	Sybrandus Johannes Fockema Andreae	10	S.J. Fockema Andreae	10 april 1904
N.A. Donkersloot	Martinus Nijhoff	6	N.A. Donkersloot	8 september 1902
N.A. Donkersloot	Arthur J.H. Cornette	7	N.A. Donkersloot	8 september 1902
Paul Valéry	Jan Greshoff	9	Paul Valéry	 1871
Paul Valéry	Jan Greshoff	9	Paul Valéry	1871
Herman Gorter	Martinus Nijhoff	7	Herman Gorter	26 november 1864
Menno ter Braak	Martinus Nijhoff	5	Menno ter Braak	26 januari 1902
Theun de Vries	H.T. Colenbrander	10	Theun de Vries	26 april 1907
Anton van Duinkerken	H.T. Colenbrander	5	Anton van Duinkerken	2 januari 1903
Anton van Duinkerken	Theun de Vries	5	Anton van Duinkerken	2 januari 1903
Albe	Theun de Vries	10	Albe	8 juni 1902
Jozef Muls	Arthur J.H. Cornette	5	Jozef Muls	12 juli 1882
Jan Romein	R.F. Beerling	5	Jan Romein	30 oktober 1893
Menno ter Braak	Jan Greshoff	11	Menno ter Braak	26 januari 1902
C.G.N. de Vooys	D.C. Hesseling	7	C.G.N. de Vooys	26 mei 1873
Gerard Walschap	Jan Greshoff	13	Gerard Walschap	9 juli 1898
Jan ten Brink	Gerard Brom	7	Jan ten Brink	15 juni 1834
Theun de Vries	Martinus Nijhoff	8	Theun de Vries	26 april 1907
Dirk Coster	Theun de Vries	6	Dirk Coster	7 juli 1887
Herman Gorter	Theun de Vries	5	Herman Gorter	26 november 1864
Herman Gorter	N.A. Donkersloot	6	Herman Gorter	26 november 1864
A. Kool	Anton Koolhaas	13	A. Kool	19de eeuw
Anton van Duinkerken	N.A. Donkersloot	6	Anton van Duinkerken	2 januari 1903
Multatuli	E. du Perron	13	Multatuli	2 maart 1820
Albe	J.H. Plantenga	10	Albe	8 juni 1902
Thomas Mann	N.A. Donkersloot	8	Thomas Mann	6 juni 1875
H. van Loon	H.T. Colenbrander	5	H. van Loon	17de eeuw
A.A.M. Stols	E.J. Dijksterhuis	23	A.A.M. Stols	28 januari 1900
M. Stol	E.J. Dijksterhuis	23	M. Stol	1940
S.J. Fockema Andreae	E.J. Dijksterhuis	11	S.J. Fockema Andreae	10 april 1904
E.J. Dijksterhuis	H.T. Colenbrander	24	E.J. Dijksterhuis	28 oktober 1892
E.J. Dijksterhuis	Anton van Duinkerken	8	E.J. Dijksterhuis	28 oktober 1892
H. van Loon	E.J. Dijksterhuis	6	H. van Loon	17de eeuw
Theun de Vries	E.J. Dijksterhuis	19	Theun de Vries	26 april 1907
E.J. Dijksterhuis	H.E.H. van Loon	10	E.J. Dijksterhuis	28 oktober 1892
Albe	Gerlach Royen	7	Albe	8 juni 1902
J.C. Brandt Corstius	Anton van Duinkerken	5	J.C. Brandt Corstius	31 december 1908
A. Roland Holst	Anton van Duinkerken	12	A. Roland Holst	23 mei 1888
Hein Boeken	Anton van Duinkerken	5	Hein Boeken	2 december 1861
J.C. Bloem	Anton van Duinkerken	8	J.C. Bloem	10 mei 1887
Yge Foppema	E.J. Dijksterhuis	7	Yge Foppema	6 september 1901
Thomas Mann	E.J. Dijksterhuis	6	Thomas Mann	6 juni 1875
E.J. Dijksterhuis	D. van Blom	7	E.J. Dijksterhuis	28 oktober 1892
F. Bordewijk	Anton van Duinkerken	5	F. Bordewijk	10 oktober 1884
Jan Romein	E.J. Dijksterhuis	11	Jan Romein	30 oktober 1893
O. Noordenbos	E.J. Dijksterhuis	5	O. Noordenbos	5 juli 1896
M.J. Langeveld	E.J. Dijksterhuis	6	M.J. Langeveld	30 oktober 1905
J.J. Vriend	J.H. Plantenga	6	J.J. Vriend	4 juli 1896
E.W. Beth	E.J. Dijksterhuis	15	E.W. Beth	7 juli 1908
L.H. Grondijs	E.J. Dijksterhuis	7	L.H. Grondijs	25 september 1878
J.D. Meerwaldt	E.J. Dijksterhuis	6	J.D. Meerwaldt	16 maart 1888
J.J.L. Duyvendak	E.J. Dijksterhuis	6	J.J.L. Duyvendak	28 juni 1889
Albe	Gerard Brom	15	Albe	8 juni 1902
Albe	Maurits Sabbe	6	Albe	8 juni 1902
A. Roland Holst	E.J. Dijksterhuis	6	A. Roland Holst	23 mei 1888
Wouter Paap	E.J. Dijksterhuis	11	Wouter Paap	7 mei 1908
B.M. Telders	H.T. Colenbrander	6	B.M. Telders	19 maart 1903
J.H. Plantenga	H.T. Colenbrander	10	J.H. Plantenga	15 januari 1891
J.N. van Hall	Anton van Duinkerken	5	J.N. van Hall	15 januari 1840
D. Loenen	E.J. Dijksterhuis	8	D. Loenen	14 februari 1890
J.D. Bierens de Haan	E.J. Dijksterhuis	5	J.D. Bierens de Haan	14 oktober 1866
G.S. Overdiep	E.J. Dijksterhuis	5	G.S. Overdiep	13 november 1885
Jan Prins	E.J. Dijksterhuis	6	Jan Prins	5 februari 1876
Martinus Nijhoff	E.J. Dijksterhuis	40	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	E.J. Dijksterhuis	40	Martinus Nijhoff	26 december 1826
Johan Huizinga	E.J. Dijksterhuis	5	Johan Huizinga	7 december 1872
Maurits Uyldert	Anton van Duinkerken	6	Maurits Uyldert	16 februari 1881
Jan Campert	E.J. Dijksterhuis	9	Jan Campert	15 augustus 1902
Willem Pijper	Eduard Reeser	5	Willem Pijper	8 september 1894
Emmy van Lokhorst	E.J. Dijksterhuis	33	Emmy van Lokhorst	26 augustus 1891
J.N. Bakhuizen van den Brink	E.J. Dijksterhuis	14	J.N. Bakhuizen van den Brink	25 mei 1896
H. Marsman	H.T. Colenbrander	6	H. Marsman	30 september 1899
G.W. Wolthuis	E.J. Dijksterhuis	5	G.W. Wolthuis	1906
P. Geyl	E.J. Dijksterhuis	30	P. Geyl	15 december 1887
J.S. Bartstra	E.J. Dijksterhuis	5	J.S. Bartstra	30 juni 1887
Multatuli	G.G. Kloeke	5	Multatuli	2 maart 1820
Jaap Kunst	E.J. Dijksterhuis	5	Jaap Kunst	12 augustus 1891
E.J. Dijksterhuis	B.M. Telders	9	E.J. Dijksterhuis	28 oktober 1892
K.F. Proost	E.J. Dijksterhuis	10	K.F. Proost	1883
W. Banning	E.J. Dijksterhuis	6	W. Banning	21 februari 1888
Jan Veth	Anton van Duinkerken	8	Jan Veth	18 mei 1864
H.J. Pos	E.J. Dijksterhuis	6	H.J. Pos	11 juli 1898
F. Bordewijk	E.J. Dijksterhuis	16	F. Bordewijk	10 oktober 1884
F. Bordewijk	J.H. Plantenga	13	F. Bordewijk	10 oktober 1884
Theun de Vries	J.H. Plantenga	8	Theun de Vries	26 april 1907
Multatuli	E.J. Dijksterhuis	8	Multatuli	2 maart 1820
F. Bordewijk	Anton van der Boom	6	F. Bordewijk	10 oktober 1884
F. Bordewijk	H.T. Colenbrander	5	F. Bordewijk	10 oktober 1884
M.J. Sirks	E.J. Dijksterhuis	7	M.J. Sirks	13 oktober 1889
Multatuli	A.N. Molenaar	5	Multatuli	2 maart 1820
F. Bordewijk	A.N. Molenaar	10	F. Bordewijk	10 oktober 1884
Eduard Reeser	E.J. Dijksterhuis	11	Eduard Reeser	23 maart 1908
Eduard Reeser	A.N. Molenaar	7	Eduard Reeser	23 maart 1908
C.F.A. van Dam	J.W.F. Werumeus Buning	33	C.F.A. van Dam	6 maart 1899
J.W.F. Werumeus Buning	C.F.A. van Dam	33	J.W.F. Werumeus Buning	4 mei 1891
C.F.A. van Dam	Miguel de Cervantes Saavedra	30	C.F.A. van Dam	6 maart 1899
J.W.F. Werumeus Buning	Miguel de Cervantes Saavedra	29	J.W.F. Werumeus Buning	4 mei 1891
H. Wagenvoort	E.J. Dijksterhuis	6	H. Wagenvoort	1860
B.A. van Groningen	E.J. Dijksterhuis	29	B.A. van Groningen	20 mei 1894
D. van Blom	Johan Huizinga	7	D. van Blom	19 december 1877
J.C.H. de Pater	E.J. Dijksterhuis	16	J.C.H. de Pater	26 november 1887
A.A.M. Stols	A.N. Molenaar	12	A.A.M. Stols	28 januari 1900
M. Stol	A.N. Molenaar	12	M. Stol	1940
Theun de Vries	A.N. Molenaar	7	Theun de Vries	26 april 1907
Multatuli	S.M. Noach	5	Multatuli	2 maart 1820
Frederik van Eeden	S.M. Noach	8	Frederik van Eeden	3 april 1860
Albert Verwey	E.J. Dijksterhuis	8	Albert Verwey	15 mei 1865
Albert Verwey	A.N. Molenaar	7	Albert Verwey	15 mei 1865
J.C.A. Fetter	E.J. Dijksterhuis	7	J.C.A. Fetter	12 oktober 1885
Martinus Nijhoff	A.N. Molenaar	27	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	A.N. Molenaar	27	Martinus Nijhoff	26 december 1826
Martinus Nijhoff	Willem Jan Mari van Eysinga	5	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Willem Jan Mari van Eysinga	5	Martinus Nijhoff	26 december 1826
Albe	A.N. Molenaar	13	Albe	8 juni 1902
B.M. Telders	E.J. Dijksterhuis	10	B.M. Telders	19 maart 1903
B.M. Telders	A.N. Molenaar	7	B.M. Telders	19 maart 1903
Martinus Nijhoff	B.A. van Groningen	10	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	B.A. van Groningen	10	Martinus Nijhoff	26 december 1826
B.A. van Groningen	K. Strijd	5	B.A. van Groningen	20 mei 1894
C.J. de Vogel	E.J. Dijksterhuis	5	C.J. de Vogel	1905
G. van der Leeuw	E.J. Dijksterhuis	14	G. van der Leeuw	18 maart 1890
Johan van der Woude	Theun de Vries	5	Johan van der Woude	6 januari 1906
J.N. Bakhuizen van den Brink	A.N. Molenaar	5	J.N. Bakhuizen van den Brink	25 mei 1896
J.C.H. de Pater	A.N. Molenaar	9	J.C.H. de Pater	26 november 1887
W.A.P. Smit	E.J. Dijksterhuis	7	W.A.P. Smit	6 december 1903
Guido Gezelle	Maurice Roelants	9	Guido Gezelle	1 mei 1830
Karel van de Woestijne	Maurice Roelants	9	Karel van de Woestijne	10 maart 1878
Albe	Simon Vestdijk	10	Albe	8 juni 1902
Multatuli	Jan Romein	6	Multatuli	2 maart 1820
N.E.H. van Esveld	A.N. Molenaar	6	N.E.H. van Esveld	20 juli 1915
N.E.H. van Esveld	Johannes Lindeboom	5	N.E.H. van Esveld	20 juli 1915
C.J. Kelk	A.N. Molenaar	10	C.J. Kelk	28 augustus 1901
A.G.M. van Melsen	E.J. Dijksterhuis	5	A.G.M. van Melsen	1912
C.J. Kelk	E.J. Dijksterhuis	14	C.J. Kelk	28 augustus 1901
J.C.H. de Pater	Johannes Lindeboom	6	J.C.H. de Pater	26 november 1887
Jan te Winkel	Gerard Brom	7	Jan te Winkel	16 november 1847
Multatuli	Gerard Brom	21	Multatuli	2 maart 1820
Albert Verwey	Gerard Brom	5	Albert Verwey	15 mei 1865
W. van der Wielen	E.J. Dijksterhuis	6	W. van der Wielen	20ste eeuw
J.E. de Haas	E.J. Dijksterhuis	6	J.E. de Haas	1903
J.H. Plantenga	Anton van der Boom	7	J.H. Plantenga	15 januari 1891
G.P. Frets	E.J. Dijksterhuis	23	G.P. Frets	8 november 1879
H.J. Prakke	E.J. Dijksterhuis	5	H.J. Prakke	26 april 1900
Maurits Uyldert	A.N. Molenaar	7	Maurits Uyldert	16 februari 1881
Maurits Uyldert	E.J. Dijksterhuis	11	Maurits Uyldert	16 februari 1881
Ferdinand Langen	E.J. Dijksterhuis	7	Ferdinand Langen	29 juli 1918
S.J. Fockema Andreae	A.N. Molenaar	5	S.J. Fockema Andreae	10 april 1904
Marie Ramondt	A.N. Molenaar	10	Marie Ramondt	22 maart 1878
Marie Ramondt	E.J. Dijksterhuis	7	Marie Ramondt	22 maart 1878
Gerard van Eckeren	A.N. Molenaar	5	Gerard van Eckeren	29 november 1876
Gerard van Eckeren	E.J. Dijksterhuis	9	Gerard van Eckeren	29 november 1876
N.E.H. van Esveld	E.J. Dijksterhuis	5	N.E.H. van Esveld	20 juli 1915
Martinus Nijhoff	W.Ph. Coolhaas	5	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	W.Ph. Coolhaas	5	Martinus Nijhoff	26 december 1826
Albe	Guus Dijkhuizen	7	Albe	8 juni 1902
Albe	J.C.H. de Pater	5	Albe	8 juni 1902
M.J. Sirks	A.N. Molenaar	6	M.J. Sirks	13 oktober 1889
E.J. Dijksterhuis	E.W. Beth	8	E.J. Dijksterhuis	28 oktober 1892
Albe	Johanna K. Oudendijk	6	Albe	8 juni 1902
Multatuli	O. Noordenbos	8	Multatuli	2 maart 1820
C.G.N. de Vooys	P.J. Meertens	7	C.G.N. de Vooys	26 mei 1873
P.J. Meertens	W.A.P. Smit	28	P.J. Meertens	6 september 1899
